CE_change,CE_changeinOpenInterest,CE_pChange,CE_pchangeinOpenInterest,CE_impliedVolatility,CE_lastPrice,CE_openInterest,CE_totalBuyQuantity,CE_totalSellQuantity,CE_strikePrice,CE_totalTradedVolume,underlyingValue,PE_change,PE_changeinOpenInterest,PE_pChange,PE_pchangeinOpenInterest,PE_impliedVolatility,PE_lastPrice,PE_openInterest,PE_totalBuyQuantity,PE_totalSellQuantity,PE_totalTradedVolume,Overall_CE_openInterest,Overall_CE_totalTradedVolume,Overall_PE_openInterest,Overall_PE_totalTradedVolume
-239.2,-3,-10.529559360831096,-100,0,2032.5,0,3835,4160,21100,4,23242.1,-0.45,-54731,-90,-68.50366105513487,54.15,0.05,25164,0,69160,159652,3312104,205696314,2730073,193712841
-1027.1,1,-34.187095378368035,0,0,1977.25,1,3575,4160,21150,2,23242.1,-0.45,-266,-90,-12.5,52.91,0.05,1862,0,69225,6049,3312104,205696314,2730073,193712841
-972.45,1,-32.90862944162436,0,0,1982.55,1,3835,3835,21200,2,23242.1,-0.45,-6821,-90,-55.04357650096836,51.68,0.05,5571,0,79885,31428,3312104,205696314,2730073,193712841
-831.85,0,-28.62772089821905,0,135.08,2073.9,0,3835,4160,21250,2,23242.1,-0.45,316,-90,24.51512800620636,50.45,0.05,1605,0,59215,6134,3312104,205696314,2730073,193712841
0,0,0,0,163.68,0,1,3705,4160,21300,0,23242.1,-0.45,-4410,-90,-66.54594839293799,49.22,0.05,2217,0,48035,17212,3312104,205696314,2730073,193712841
0,0,0,0,43.89,0,1,3835,4160,21350,0,23242.1,-0.5,-8,-90.9090909090909,-0.87527352297593,47.98,0.05,906,0,52650,3262,3312104,205696314,2730073,193712841
0,0,0,0,103.63,0,1,3575,4160,21400,0,23242.1,-0.5,-2516,-90.9090909090909,-48.00610570501813,46.76,0.05,2725,0,47710,21508,3312104,205696314,2730073,193712841
0,0,0,0,0,0,0,780,4160,21450,0,23242.1,-0.5,27,-90.9090909090909,2.278481012658228,45.53,0.05,1212,0,35750,6593,3312104,205696314,2730073,193712841
109.05,-8,6.674010832644818,-22.22222222222222,0,1743,28,5850,5005,21500,24,23242.1,-0.5,-13981,-90.9090909090909,-25.90705258866694,44.3,0.05,39985,7831135,393250,182961,3312104,205696314,2730073,193712841
0,0,0,0,112.26,0,1,3835,4680,21550,0,23242.1,-0.5,-214,-90.9090909090909,-9.528049866429207,43.07,0.05,2032,0,42575,14379,3312104,205696314,2730073,193712841
0,0,0,0,0,0,0,780,4160,21600,0,23242.1,-0.55,-3013,-91.66666666666667,-44.863013698630134,41.85,0.05,3703,0,108355,23651,3312104,205696314,2730073,193712841
0,0,0,0,0,0,0,780,4160,21650,0,23242.1,-0.55,-222,-91.66666666666667,-6.159822419533851,40.62,0.05,3382,0,180765,20229,3312104,205696314,2730073,193712841
0,0,0,0,0,0,0,780,4160,21700,0,23242.1,-0.55,-1380,-91.66666666666667,-14.468442021388132,39.39,0.05,8158,0,229580,93593,3312104,205696314,2730073,193712841
0,0,0,0,0,0,1,3835,4160,21750,0,23242.1,-0.6,1568,-92.3076923076923,83.85026737967914,38.17,0.05,3438,0,100555,34292,3312104,205696314,2730073,193712841
0,0,0,0,0,0,0,780,4160,21800,0,23242.1,-0.65,-12217,-92.85714285714286,-54.92514498943488,36.95,0.05,10026,0,753350,97302,3312104,205696314,2730073,193712841
0,0,0,0,0,0,0,780,4160,21850,0,23242.1,-0.7,-161,-93.33333333333333,-5.717329545454546,35.72,0.05,2655,0,66170,19540,3312104,205696314,2730073,193712841
0,0,0,0,0,0,0,780,4160,21900,0,23242.1,-0.65,-6131,-92.85714285714286,-39.983044215468894,34.5,0.05,9203,0,39130,67251,3312104,205696314,2730073,193712841
0,0,0,0,56.97,0,2,5460,3835,21950,0,23242.1,-0.8,293,-94.11764705882354,8.248873873873874,33.27,0.05,3845,0,53495,44999,3312104,205696314,2730073,193712841
117.15,-187,10.42306152408915,-53.125,0,1241.1,165,23335,22945,22000,388,23242.1,-0.8,-21145,-94.11764705882354,-20.650220711746552,32.05,0.05,81251,0,209300,811523,3312104,205696314,2730073,193712841
0,0,0,0,76.79,0,5,21385,3900,22050,0,23242.1,-0.85,4376,-94.44444444444444,105.95641646489103,30.82,0.05,8506,0,125970,70501,3312104,205696314,2730073,193712841
98.15,3,9.605127954200714,37.5,0,1120,11,24765,21190,22100,30,23242.1,-0.85,957,-94.44444444444444,3.8554508097655305,29.6,0.05,25779,0,154050,243708,3312104,205696314,2730073,193712841
146.7,6,15.228900654001869,300,54.41,1110,8,21320,21060,22150,30,23242.1,-0.95,10891,-95,127.8586522657901,28.37,0.05,19409,0,313235,149534,3312104,205696314,2730073,193712841
121,3,13.083910034602075,21.428571428571427,0,1045.8,17,25090,3835,22200,12,23242.1,-1.05,19150,-95.45454545454545,49.127757824525396,27.15,0.05,58130,0,573300,426865,3312104,205696314,2730073,193712841
133.7,1,15.205276924826567,10,52.65,1013,11,22945,3705,22250,7,23242.1,-1.1,13396,-95.65217391304348,102.25173650866346,25.92,0.05,26497,0,1731080,201953,3312104,205696314,2730073,193712841
122.3,-15,14.870204875676333,-26.31578947368421,0,944.75,42,21775,5980,22300,133,23242.1,-1.3,-11550,-96.29629629629629,-22.731745719346584,24.69,0.05,39260,0,385710,496482,3312104,205696314,2730073,193712841
118.6,0,15.257944165701788,0,0,895.9,20,22945,4615,22350,37,23242.1,-1.65,-5370,-97.05882352941177,-17.243593860381477,23.46,0.05,25772,507715,309075,369238,3312104,205696314,2730073,193712841
104.25,-241,14.137510170870627,-55.78703703703704,0,841.65,191,24570,6500,22400,749,23242.1,-1.9,1052,-97.43589743589743,1.3641786399709528,22.23,0.05,78168,0,231140,784254,3312104,205696314,2730073,193712841
125.1,-1,18.641037103263297,-2.380952380952381,0,796.2,41,26845,4615,22450,23,23242.1,-2.2,15028,-97.77777777777777,62.21743810548978,21,0.05,39182,18655,630630,601381,3312104,205696314,2730073,193712841
110.1,-492,17.440202756217328,-48.23529411764706,0,741.4,528,140010,5850,22500,4945,23242.1,-2.65,-10758,-98.14814814814815,-6.90793275713717,19.76,0.05,144976,0,332215,2202679,3312104,205696314,2730073,193712841
107.45,54,18.406852248394003,40,0,691.2,189,140400,5460,22550,630,23242.1,-3.1,4255,-98.41269841269842,14.128702350909816,18.52,0.05,34371,0,401570,1070602,3312104,205696314,2730073,193712841
110.5,13,20.72587451936603,3.3078880407124682,0,643.65,406,46150,4160,22600,2147,23242.1,-4,10383,-98.76543209876543,19.225641595378292,17.28,0.05,64389,0,353015,1403961,3312104,205696314,2730073,193712841
107.9,59,22.217646453207042,22.433460076045627,0,593.55,322,49400,5395,22650,1703,23242.1,-5.2,12842,-99.04761904761905,32.6793393897753,16.03,0.05,52139,0,586300,1082549,3312104,205696314,2730073,193712841
105.4,-115,24.160458452722064,-14.8005148005148,0,541.65,662,84695,5590,22700,5846,23242.1,-7,13914,-99.29078014184397,13.868925990530775,14.78,0.05,114239,0,259285,2402848,3312104,205696314,2730073,193712841
