CE_change,CE_changeinOpenInterest,CE_pChange,CE_pchangeinOpenInterest,CE_impliedVolatility,CE_lastPrice,CE_openInterest,CE_totalBuyQuantity,CE_totalSellQuantity,CE_strikePrice,CE_totalTradedVolume,underlyingValue,PE_change,PE_changeinOpenInterest,PE_pChange,PE_pchangeinOpenInterest,PE_impliedVolatility,PE_lastPrice,PE_openInterest,PE_totalBuyQuantity,PE_totalSellQuantity,PE_totalTradedVolume,Overall_CE_openInterest,Overall_CE_totalTradedVolume,Overall_PE_openInterest,Overall_PE_totalTradedVolume
-91.7,0,-4.036624554298543,0,136.2,2180,3,4680,4420,21100,3,23207.5,-0.3,-39531,-60,-49.47869078165092,59.32,0.2,40364,14384240,1837745,115407,5112892,22680245,3744056,23642884
0,0,0,0,0,0,0,4940,5070,21150,0,23207.5,-0.3,-279,-60,-13.110902255639099,57.96,0.2,1849,2862925,157755,2641,5112892,22680245,3744056,23642884
0,0,0,0,0,0,0,5070,5070,21200,0,23207.5,-0.3,-4181,-60,-33.73950936087799,56.61,0.2,8211,6713655,508625,15519,5112892,22680245,3744056,23642884
-831.85,1,-28.62772089821905,0,148.48,2073.9,1,3835,4160,21250,2,23207.5,-0.3,155,-60,12.024825446082234,55.26,0.2,1444,2237690,82030,935,5112892,22680245,3744056,23642884
0,0,0,0,163.68,0,1,5525,5070,21300,0,23207.5,-0.25,-3029,-50,-45.706956390523615,55.82,0.25,3598,3957200,194610,8473,5112892,22680245,3744056,23642884
0,0,0,0,43.89,0,1,5525,5070,21350,0,23207.5,-0.2,-20,-36.36363636363637,-2.1881838074398248,55.19,0.35,894,1280305,46605,840,5112892,22680245,3744056,23642884
0,0,0,0,103.63,0,1,5525,5070,21400,0,23207.5,-0.25,-1293,-45.45454545454545,-24.67086433886663,52.19,0.3,3948,4067505,302055,8041,5112892,22680245,3744056,23642884
0,0,0,0,0,0,0,5070,5070,21450,0,23207.5,-0.25,22,-45.45454545454545,1.8565400843881856,51.65,0.3,1207,2142595,104195,2012,5112892,22680245,3744056,23642884
87.9,-1,5.379601578995685,-2.7777777777777777,73.9,1721.85,35,4940,5980,21500,4,23207.5,-0.3,-12514,-54.54545454545455,-23.188674350516994,50.26,0.25,41452,14708525,4357015,76559,5112892,22680245,3744056,23642884
0,0,0,0,112.26,0,1,4745,3835,21550,0,23207.5,-0.3,804,-54.54545454545455,35.796972395369544,48.87,0.25,3050,2676180,325000,4500,5112892,22680245,3744056,23642884
