CE_change,CE_changeinOpenInterest,CE_pChange,CE_pchangeinOpenInterest,CE_impliedVolatility,CE_lastPrice,CE_openInterest,CE_totalBuyQuantity,CE_totalSellQuantity,CE_strikePrice,CE_totalTradedVolume,underlyingValue,PE_change,PE_changeinOpenInterest,PE_pChange,PE_pchangeinOpenInterest,PE_impliedVolatility,PE_lastPrice,PE_openInterest,PE_totalBuyQuantity,PE_totalSellQuantity,PE_totalTradedVolume,Overall_CE_openInterest,Overall_CE_totalTradedVolume,Overall_PE_openInterest,Overall_PE_totalTradedVolume
0,0,0,0,129.07,0,3,4745,4940,21100,0,23220,0,-167,0,-0.16232188332264147,66.52,0.75,102715,9538750,1980550,58801,3748977,32634538,3476106,27997905
0,0,0,0,0,0,0,3380,5070,21150,0,23220,-0.05,282,-6.666666666666667,13.183730715287517,65.03,0.7,2421,2028455,253565,4589,3748977,32634538,3476106,27997905
0,0,0,0,0,0,0,5070,5070,21200,0,23220,-0.1,-713,-12.5,-4.044472176527313,63.54,0.7,16916,4255290,914095,18350,3748977,32634538,3476106,27997905
0,0,0,0,0,0,0,4290,4290,21250,0,23220,0,25,0,1.4952153110047848,62.48,0.75,1697,1950585,174720,3172,3748977,32634538,3476106,27997905
-74.3,1,-3.7453372315757636,100,0,1909.5,2,4680,4225,21300,2,23220,-0.1,-362,-11.764705882352942,-4.9419795221843,60.98,0.75,6963,2883855,428870,5731,3748977,32634538,3476106,27997905
0,0,0,0,43.89,0,1,5525,5070,21350,0,23220,-0.1,910,-11.11111111111111,103.52673492605233,60.26,0.8,1789,2717000,226655,6350,3748977,32634538,3476106,27997905
-168.2,-1,-8.678154989165204,-50,0,1770,1,4810,5070,21400,2,23220,-0.1,-935,-11.11111111111111,-13.525242297121366,58.37,0.8,5978,3444090,381420,10416,3748977,32634538,3476106,27997905
0,0,0,0,0,0,0,5070,5070,21450,0,23220,-0.05,395,-5.555555555555555,32.08773354995938,57.23,0.85,1626,2850965,245505,5394,3748977,32634538,3476106,27997905
-222.2,9,-11.535965527087713,30,0,1703.95,39,5200,5330,21500,17,23220,-0.05,-11871,-5.2631578947368425,-15.311492325551399,56.05,0.9,65659,7920380,1972750,92114,3748977,32634538,3476106,27997905
-638.1,1,-27.8646288209607,100,0,1651.9,2,5525,4745,21550,2,23220,0,839,0,54.80078380143697,55.15,0.95,2370,2909985,232375,8415,3748977,32634538,3476106,27997905
0,0,0,0,0,0,0,5070,5070,21600,0,23220,-0.05,3492,-5,49.0036486107213,53.61,0.95,10618,3837080,662220,33832,3748977,32634538,3476106,27997905
0,0,0,0,0,0,0,5070,5070,21650,0,23220,0,3233,0,180.6145251396648,52.36,1.05,5023,3038295,275665,13736,3748977,32634538,3476106,27997905
0,0,0,0,0,0,0,5070,5070,21700,0,23220,0.1,1604,10.526315789473685,15.004677268475211,50.81,1.05,12294,3988335,634790,35237,3748977,32634538,3476106,27997905
0,0,0,0,0,0,1,7280,6825,21750,0,23220,0.1,2227,9.523809523809524,99.46404644930773,49.78,1.15,4466,3393325,275535,14256,3748977,32634538,3476106,27997905
0,0,0,0,0,0,0,6825,6825,21800,0,23220,0.05,-486,4.545454545454546,-2.2507294030472837,48.22,1.15,21107,4936815,997100,86928,3748977,32634538,3476106,27997905
0,0,0,0,0,0,0,6825,6825,21850,0,23220,0.05,1053,4.3478260869565215,35.430686406460296,46.89,1.2,4025,2887625,297765,12825,3748977,32634538,3476106,27997905
0,0,0,0,0,0,0,6825,6825,21900,0,23220,0.05,3236,4.3478260869565215,14.765468151122468,45.75,1.2,25152,4884620,731315,53463,3748977,32634538,3476106,27997905
0,0,0,0,56.97,0,2,6825,7085,21950,0,23220,0.15,4138,13.043478260869565,120.46579330422125,44.36,1.3,7573,3322085,451880,22835,3748977,32634538,3476106,27997905
-198.4,-47,-13.894043909100459,-11.989795918367347,59.7,1229.55,345,8320,9100,22000,142,23220,0.05,26366,4,25.38145342176956,42.96,1.3,130245,13580840,3850665,274343,3748977,32634538,3476106,27997905
-192.35,1,-13.992143740452462,50,60.05,1182.35,3,6500,6370,22050,3,23220,0.2,2646,16,76.49609713790113,41.54,1.45,6105,4084080,438555,27666,3748977,32634538,3476106,27997905
-195.55,2,-14.907566228320945,25,0,1116.2,10,6695,6955,22100,13,23220,0.2,4837,15.384615384615385,20.56372757418587,40.27,1.5,28359,5707195,1301235,101791,3748977,32634538,3476106,27997905
-119.35,0,-10.032784129119031,0,41.92,1070.25,1,6760,6955,22150,1,23220,0.2,10619,14.814814814814815,246.49489322191272,38.96,1.55,14927,3951285,739570,58684,3748977,32634538,3476106,27997905
-210.95,9,-17.26762984488192,112.5,0,1010.7,17,7280,6890,22200,39,23220,0.25,15713,18.51851851851852,41.8711860793562,37.32,1.6,53240,6473220,2418910,235338,3748977,32634538,3476106,27997905
-242.35,2,-20.20846362309777,18.181818181818183,0,956.9,13,6370,6435,22250,9,23220,0.15,-701,9.67741935483871,-3.990209471766849,35.96,1.7,16867,3814070,1191385,99894,3748977,32634538,3476106,27997905
-224,3,-19.844082211197733,4.6875,0,904.8,67,8450,8320,22300,36,23220,0.25,32703,16.129032258064516,78.11910278766453,34.44,1.8,74566,7721935,3536455,348439,3748977,32634538,3476106,27997905
-213.55,-1,-19.974745112711627,-5.2631578947368425,0,855.55,18,6370,6500,22350,4,23220,0.35,11579,20,93.34891970332151,33.59,2.1,23983,4411485,1500720,131571,3748977,32634538,3476106,27997905
-190.65,0,-18.62907953879226,0,45.2,832.75,93,9360,8710,22400,227,23220,0.4,22582,21.62162162162162,60.15770685705152,32.19,2.25,60120,6634745,2873455,281157,3748977,32634538,3476106,27997905
-203.4,3,-21.25947217141364,9.375,0,753.35,35,8710,7020,22450,19,23220,0.65,16262,31.70731707317073,101.40932900972811,31.29,2.7,32298,4056000,1684865,173968,3748977,32634538,3476106,27997905
-191.2,-472,-20.645718604902278,-18.700475435816166,36.08,734.9,2052,23920,26780,22500,6195,23220,0.9,46637,39.130434782608695,29.703771169438305,30.38,3.2,203644,11639550,1341600,779471,3748977,32634538,3476106,27997905
-189.3,23,-21.78867403314917,27.058823529411764,39.68,679.5,108,18785,14885,22550,172,23220,1.05,25984,39.62264150943396,118.54014598540147,29.23,3.7,47904,2914795,604825,288399,3748977,32634538,3476106,27997905
-188.25,264,-22.72864473287051,62.11764705882353,36.37,640,689,29250,18785,22600,1820,23220,1.6,43892,54.23728813559322,99.01642302833423,28.41,4.55,88220,4817605,866450,556961,3748977,32634538,3476106,27997905
-180.65,173,-23.410872805028188,155.85585585585585,34.56,591,284,114790,17810,22650,921,23220,2.1,22321,60,66.35058410867691,27.55,5.6,55962,3131505,374530,394010,3748977,32634538,3476106,27997905
-181.85,419,-25.087949230875353,85.16260162601625,33.36,543,911,68705,21125,22700,5056,23220,2.6,60677,61.904761904761905,79.75315781864066,26.61,6.8,136758,4636645,1325025,905406,3748977,32634538,3476106,27997905
-181.15,243,-27.04134945514256,122.1105527638191,31.86,488.75,442,39650,17225,22750,3062,23220,3.65,35087,70.1923076923077,113.39236660957243,26.02,8.85,66030,3196180,517400,600696,3748977,32634538,3476106,27997905
-176.4,1750,-28.251121076233183,152.30635335073978,29.92,448,2899,363935,34840,22800,31314,23220,4.9,73175,71.53284671532846,98.6584872589996,25.56,11.75,147345,4191135,1214720,1388234,3748977,32634538,3476106,27997905
-177.4,630,-30.575663564288178,148.58490566037736,29.01,402.8,1054,130195,29055,22850,11747,23220,6.9,46565,79.76878612716763,156.06461775647685,25.03,15.55,76402,3482440,709540,785524,3748977,32634538,3476106,27997905
-174.55,4882,-32.83792681779701,574.3529411764706,27.76,357,5732,213850,83590,22900,84201,23220,9.3,69465,81.22270742358079,85.29906553532179,24.67,20.75,150902,3849625,1472835,1468249,3748977,32634538,3476106,27997905
-171.9,4186,-35.47255468427569,798.8549618320611,26.92,312.7,4710,151905,42055,22950,53800,23220,12.55,46198,82.5657894736842,186.0347118753272,24.4,27.75,71031,3511040,879840,1068600,3748977,32634538,3476106,27997905
-165.2,16705,-37.82051282051282,147.33639089786558,26.63,271.6,28043,3511430,273000,23000,628966,23220,16.65,149982,83.87909319899245,105.44439601231738,24.08,36.5,292220,4877990,3228095,3209601,3748977,32634538,3476106,27997905
-158.8,13236,-40.55158324821246,1692.5831202046036,25.88,232.8,14018,2198495,111865,23050,350896,23220,22.2,73651,87.4015748031496,139.82951093560146,23.77,47.6,126323,3620110,1066780,1491948,3748977,32634538,3476106,27997905
-152.45,59610,-43.67569116172468,1195.5475330926595,25.52,196.6,64596,2954380,603720,23100,1825146,23220,28.6,239895,85.75712143928035,411.9146963375058,23.54,61.95,298134,4351100,3114475,3660271,3748977,32634538,3476106,27997905
-146.75,72544,-47.39987080103359,2417.32755748084,25.03,162.85,75545,3721445,594555,23150,2110057,23220,35.65,146609,83.48946135831382,457.72400874180454,23.16,78.35,178639,3984175,2007200,2686401,3748977,32634538,3476106,27997905
-138.1,160756,-50.81876724931003,727.534395365677,24.66,133.65,182852,4439955,1528150,23200,3778128,23220,43.55,220390,79.54337899543378,304.20439487632507,22.87,98.3,292838,4594200,3054805,3586191,3748977,32634538,3476106,27997905
