CE_change,CE_changeinOpenInterest,CE_pChange,CE_pchangeinOpenInterest,CE_impliedVolatility,CE_lastPrice,CE_openInterest,CE_totalBuyQuantity,CE_totalSellQuantity,CE_strikePrice,CE_totalTradedVolume,underlyingValue,PE_change,PE_changeinOpenInterest,PE_pChange,PE_pchangeinOpenInterest,PE_impliedVolatility,PE_lastPrice,PE_openInterest,PE_totalBuyQuantity,PE_totalSellQuantity,PE_totalTradedVolume,Overall_CE_openInterest,Overall_CE_totalTradedVolume,Overall_PE_openInterest,Overall_PE_totalTradedVolume
-91.7,0,-4.036624554298543,0,154.85,2180,3,4550,4810,21100,3,23148.7,-0.3,-44753,-60,-56.014769384817576,56.89,0.2,35142,10864685,2414490,126435,6265879,36874129,3788156,42219654
0,0,0,0,0,0,0,5070,5070,21150,0,23148.7,-0.25,-298,-50,-14.003759398496241,57.96,0.25,1830,2600845,140335,2889,6265879,36874129,3788156,42219654
0,0,0,0,0,0,0,5070,5070,21200,0,23148.7,-0.25,-4747,-50,-38.30697224015494,56.59,0.25,7645,6498700,373230,17541,6265879,36874129,3788156,42219654
-831.85,1,-28.62772089821905,0,163.21,2073.9,1,3640,4160,21250,2,23148.7,-0.2,312,-40,24.20480993017843,54.17,0.3,1601,2192645,67665,1490,6265879,36874129,3788156,42219654
0,0,0,0,163.68,0,1,3900,4290,21300,0,23148.7,-0.25,-3290,-50,-49.645390070921984,53.83,0.25,3337,3640390,261235,9579,6265879,36874129,3788156,42219654
0,0,0,0,43.89,0,1,4745,5070,21350,0,23148.7,-0.3,10,-54.54545454545455,1.0940919037199124,52.46,0.25,924,1257295,57135,903,6265879,36874129,3788156,42219654
0,0,0,0,103.63,0,1,4745,5070,21400,0,23148.7,-0.25,-1340,-45.45454545454545,-25.567639763403932,51.91,0.3,3901,3967990,281775,9619,6265879,36874129,3788156,42219654
0,0,0,0,0,0,0,4290,4160,21450,0,23148.7,-0.25,-51,-45.45454545454545,-4.30379746835443,50.52,0.3,1134,2029300,89570,2277,6265879,36874129,3788156,42219654
48.7,-7,2.980507359466324,-19.444444444444443,78.78,1682.65,29,5005,5655,21500,11,23148.7,-0.3,-16174,-54.54545454545455,-29.970722306637512,47.4,0.25,37792,19635135,4865770,85721,6265879,36874129,3788156,42219654
0,0,0,0,112.26,0,1,3965,3965,21550,0,23148.7,-0.3,699,-54.54545454545455,31.121994657168297,46.96,0.25,2945,2937155,206700,6846,6265879,36874129,3788156,42219654
0,0,0,0,0,0,0,5070,5070,21600,0,23148.7,-0.35,-1839,-58.333333333333336,-27.382370458606314,45.58,0.25,4877,4774640,142155,10911,6265879,36874129,3788156,42219654
0,0,0,0,0,0,0,5070,5070,21650,0,23148.7,-0.25,481,-41.666666666666664,13.346281908990012,44.94,0.35,4085,2784470,119210,6121,6265879,36874129,3788156,42219654
0,0,0,0,0,0,0,6695,6695,21700,0,23148.7,-0.3,-1659,-50,-17.393583560494864,42.83,0.3,7879,6558825,798070,38302,6265879,36874129,3788156,42219654
0,0,0,0,0,0,1,6500,6825,21750,0,23148.7,-0.35,1486,-53.84615384615385,79.46524064171123,42.15,0.3,3356,3316170,293800,14280,6265879,36874129,3788156,42219654
0,0,0,0,0,0,0,6825,6825,21800,0,23148.7,-0.35,-5684,-50,-25.554106910039113,41.36,0.35,16559,9599655,2791685,48517,6265879,36874129,3788156,42219654
0,0,0,0,0,0,0,6045,6825,21850,0,23148.7,-0.4,97,-53.333333333333336,3.444602272727273,39.36,0.35,2913,4527705,251290,9475,6265879,36874129,3788156,42219654
0,0,0,0,0,0,0,6825,6825,21900,0,23148.7,-0.4,-3186,-57.142857142857146,-20.777357506195383,37.97,0.3,12148,6770725,800670,27481,6265879,36874129,3788156,42219654
0,0,0,0,56.97,0,2,6370,6435,21950,0,23148.7,-0.5,3695,-58.8235294117647,104.02590090090091,37.11,0.35,7247,5424835,448370,19396,6265879,36874129,3788156,42219654
39.05,-118,3.47435384136305,-33.52272727272727,0,1163,234,8905,8775,22000,196,23148.7,-0.45,4224,-52.94117647058823,4.125161139106996,36.17,0.4,106620,42354390,9176570,315968,6265879,36874129,3788156,42219654
0,0,0,0,76.79,0,5,6500,6630,22050,0,23148.7,-0.5,3947,-55.55555555555556,95.56900726392251,34.74,0.4,8077,13438165,1610570,28959,6265879,36874129,3788156,42219654
49.15,0,4.809903606204434,0,36.09,1071,8,7150,8255,22100,11,23148.7,-0.5,10276,-55.55555555555556,41.39875916525663,33.3,0.4,35098,21462090,6716190,122635,6265879,36874129,3788156,42219654
55.55,1,5.766635523720544,50,0,1018.85,3,7020,7020,22150,8,23148.7,-0.6,7459,-60,87.56750410894576,31.87,0.4,15977,15609685,2008890,62172,6265879,36874129,3788156,42219654
0,0,0,0,0,0,14,6630,6435,22200,0,23148.7,-0.75,22216,-68.18181818181819,56.993329912775785,30.02,0.35,61196,25711010,11625250,178840,6265879,36874129,3788156,42219654
100.75,1,11.457977936995338,10,71.35,980.05,11,6695,7410,22250,2,23148.7,-0.75,12477,-65.21739130434783,95.23700480879322,28.98,0.4,25578,19685380,5212675,92393,6265879,36874129,3788156,42219654
52.3,2,6.3590491823211135,3.508771929824561,37.81,874.75,59,7800,8125,22300,33,23148.7,-0.85,5629,-62.96296296296296,11.078527848848651,27.88,0.5,56439,32247735,10803975,225005,6265879,36874129,3788156,42219654
0,0,0,0,0,0,20,6305,6500,22350,0,23148.7,-1.2,6910,-70.58823529411765,22.188684092222722,26.72,0.5,38052,24622065,2942225,93552,6265879,36874129,3788156,42219654
22.6,-306,3.0648223487930566,-70.83333333333333,0,760,126,13715,14495,22400,471,23148.7,-1.4,27223,-71.7948717948718,35.30136417863997,25.51,0.55,104339,40441375,9097400,284805,6265879,36874129,3788156,42219654
0,0,0,0,0,0,42,6435,6435,22450,0,23148.7,-1.7,10641,-75.55555555555556,44.05481493748447,24.01,0.55,34795,28750670,3267940,145855,6265879,36874129,3788156,42219654
28.7,16,4.546174560430857,1.5686274509803921,0,660,1036,41795,28730,22500,1979,23148.7,-2.15,45774,-79.62962962962963,29.39242554612352,22.73,0.55,201508,69218825,9452690,887540,6265879,36874129,3788156,42219654
22.6,-20,3.8715203426124196,-14.814814814814815,0,606.35,115,1269385,14560,22550,96,23148.7,-2.6,17457,-82.53968253968254,57.96586532075973,21.2,0.55,47573,39712920,5651620,284559,6265879,36874129,3788156,42219654
25.5,25,4.7828941198537,6.361323155216285,0,558.65,418,1795170,21190,22600,573,23148.7,-3.4,38557,-83.95061728395062,71.39391919416362,19.67,0.65,92563,59159945,9221615,517733,6265879,36874129,3788156,42219654
25.7,-23,5.2918768660558015,-8.745247148288973,0,511.35,240,1268150,17485,22650,477,23148.7,-4.5,37115,-85.71428571428571,94.4474132885462,18.47,0.75,76412,52624130,4570345,436045,6265879,36874129,3788156,42219654
21.05,50,4.825214899713467,6.435006435006435,0,457.3,827,2180750,22490,22700,1703,23148.7,-6.3,71743,-89.36170212765957,71.51059058061301,16.89,0.75,172068,90733045,6967610,919492,6265879,36874129,3788156,42219654
