CE_change,CE_changeinOpenInterest,CE_pChange,CE_pchangeinOpenInterest,CE_impliedVolatility,CE_lastPrice,CE_openInterest,CE_totalBuyQuantity,CE_totalSellQuantity,CE_strikePrice,CE_totalTradedVolume,underlyingValue,PE_change,PE_changeinOpenInterest,PE_pChange,PE_pchangeinOpenInterest,PE_impliedVolatility,PE_lastPrice,PE_openInterest,PE_totalBuyQuantity,PE_totalSellQuantity,PE_totalTradedVolume,Overall_CE_openInterest,Overall_CE_totalTradedVolume,Overall_PE_openInterest,Overall_PE_totalTradedVolume
0,0,0,0,129.07,0,3,3965,4290,21100,0,23188,0,-1021,0,-0.9923990591162691,66.65,0.75,101861,9405630,2253225,48334,3790095,25908631,3294846,21572217
0,0,0,0,0,0,0,3380,5070,21150,0,23188,-0.05,311,-6.666666666666667,14.539504441327724,65.15,0.7,2450,2039895,262210,4374,3790095,25908631,3294846,21572217
0,0,0,0,0,0,0,5070,5070,21200,0,23188,-0.05,-354,-6.25,-2.0080549095240796,63.66,0.75,17275,3963440,937950,17303,3790095,25908631,3294846,21572217
0,0,0,0,0,0,0,4290,4290,21250,0,23188,-0.05,-26,-6.666666666666667,-1.555023923444976,62.17,0.7,1646,1915225,178815,2937,3790095,25908631,3294846,21572217
-172.9,0,-8.715596330275229,0,0,1810.9,1,4745,5070,21300,1,23188,-0.05,-361,-5.882352941176471,-4.928327645051194,61.51,0.8,6964,2895945,427960,5318,3790095,25908631,3294846,21572217
0,0,0,0,43.89,0,1,3965,4290,21350,0,23188,-0.1,885,-11.11111111111111,100.68259385665529,60.38,0.8,1764,2741700,221650,6038,3790095,25908631,3294846,21572217
-168.2,-1,-8.678154989165204,-50,0,1770,1,4810,5070,21400,2,23188,-0.1,-971,-11.11111111111111,-14.046000289309996,58.5,0.8,5942,3455010,377585,10055,3790095,25908631,3294846,21572217
0,0,0,0,0,0,0,5070,5070,21450,0,23188,0,407,0,33.0625507717303,57.35,0.9,1638,2849665,252070,5218,3790095,25908631,3294846,21572217
-220.55,7,-11.450302416738053,23.333333333333332,0,1705.6,37,5200,4875,21500,15,23188,-0.1,-11007,-10.526315789473685,-14.197084999355088,56.18,0.85,66523,8033675,2287480,85905,3790095,25908631,3294846,21572217
-638.1,1,-27.8646288209607,100,0,1651.9,2,4615,4615,21550,2,23188,-0.05,701,-5.2631578947368425,45.78706727629001,54.98,0.9,2232,2863055,242580,7749,3790095,25908631,3294846,21572217
0,0,0,0,0,0,0,5070,5070,21600,0,23188,0,3354,0,47.067078304799324,54.03,1,10480,3851250,565500,30911,3790095,25908631,3294846,21572217
0,0,0,0,0,0,0,5070,4940,21650,0,23188,0,3048,0,170.27932960893855,52.49,1.05,4838,3050385,285805,12678,3790095,25908631,3294846,21572217
0,0,0,0,0,0,0,5070,5070,21700,0,23188,0.1,510,10.526315789473685,4.770813844714687,50.67,1.05,11200,3804840,782925,28601,3790095,25908631,3294846,21572217
0,0,0,0,0,0,1,6500,6825,21750,0,23188,0.1,1997,9.523809523809524,89.19160339437249,49.66,1.15,4236,3351205,335140,13167,3790095,25908631,3294846,21572217
0,0,0,0,0,0,0,6825,6825,21800,0,23188,0,-563,0,-2.607326448386051,48.35,1.1,21030,4904900,1168505,81843,3790095,25908631,3294846,21572217
0,0,0,0,0,0,0,6825,6825,21850,0,23188,0.1,642,8.695652173913043,21.601615074024227,47.25,1.25,3614,2840305,313885,11213,3790095,25908631,3294846,21572217
0,0,0,0,0,0,0,6825,6825,21900,0,23188,0.1,2301,8.695652173913043,10.499178682241284,45.67,1.25,24217,4936880,1087905,48386,3790095,25908631,3294846,21572217
0,0,0,0,56.97,0,2,5720,6500,21950,0,23188,0.1,3105,8.695652173913043,90.39301310043668,44.3,1.25,6540,3119415,479115,19179,3790095,25908631,3294846,21572217
-222.95,-43,-15.613291781925138,-10.96938775510204,0,1205,349,7280,10075,22000,126,23188,0.1,23781,8,22.89298125703944,42.91,1.35,127660,13507130,3797170,232548,3790095,25908631,3294846,21572217
-204.9,0,-14.90507019713392,0,0,1169.8,2,6435,6825,22050,1,23188,0.15,1940,12,56.08557386527898,41.32,1.4,5399,3977740,414310,23121,3790095,25908631,3294846,21572217
-195.55,2,-14.907566228320945,25,0,1116.2,10,6695,7150,22100,13,23188,0.2,5130,15.384615384615385,21.809369951534734,40.24,1.5,28652,5538780,1714505,93960,3790095,25908631,3294846,21572217
-119.35,0,-10.032784129119031,0,0,1070.25,1,6370,7410,22150,1,23188,0.15,8867,11.11111111111111,205.8263695450325,38.79,1.5,13175,3734445,959205,47911,3790095,25908631,3294846,21572217
-204.65,9,-16.75193385994352,112.5,0,1017,17,7150,7865,22200,30,23188,0.25,17788,18.51851851851852,47.40053827910571,37.32,1.6,55315,6784895,2290925,202453,3790095,25908631,3294846,21572217
-237.6,1,-19.81238273921201,9.090909090909092,35.98,961.65,12,6630,7410,22250,7,23188,0.15,-266,9.67741935483871,-1.5141165755919854,35.83,1.7,17302,3944005,1187485,87711,3790095,25908631,3294846,21572217
-224,3,-19.844082211197733,4.6875,0,904.8,67,8840,8775,22300,36,23188,0.3,29961,19.35483870967742,71.56916608938681,34.71,1.85,71824,7921615,2636075,311441,3790095,25908631,3294846,21572217
-213.55,0,-19.974745112711627,0,0,855.55,19,6370,7280,22350,3,23188,0.4,10224,22.857142857142858,82.42502418574654,33.51,2.15,22628,4415385,1431040,117863,3790095,25908631,3294846,21572217
-203.4,5,-19.874926714871997,5.376344086021505,0,820,98,9620,9295,22400,191,23188,0.55,23621,29.72972972972973,62.92556875699292,32.54,2.4,61159,7474220,2722265,244244,3790095,25908631,3294846,21572217
-192.3,0,-20.099294486542984,0,0,764.45,32,6890,8450,22450,2,23188,0.85,13858,41.46341463414634,86.41805936642554,31.45,2.9,29894,4310800,864890,152942,3790095,25908631,3294846,21572217
-214.1,-352,-23.11845373069863,-13.946117274167987,0,712,2172,39260,34905,22500,4152,23188,1.1,42718,47.82608695652174,27.207704115103148,30.39,3.4,199725,12176775,1528085,675499,3790095,25908631,3294846,21572217
-208.65,13,-24.015883977900554,15.294117647058824,0,660.15,98,13520,12415,22550,135,23188,1.5,24889,56.60377358490566,113.54470802919708,29.72,4.15,46809,2988700,479765,236533,3790095,25908631,3294846,21572217
-222.7,264,-26.888016903108966,62.11764705882353,0,605.55,689,23335,16380,22600,1598,23188,2.2,37883,74.57627118644068,85.46065692113336,28.85,5.15,82211,4869670,679055,458065,3790095,25908631,3294846,21572217
-211.6,146,-27.421758569299552,131.53153153153153,0,560.05,257,19305,16380,22650,765,23188,3.1,13690,88.57142857142857,40.6943907731637,28.17,6.6,47331,3177720,401245,310722,3790095,25908631,3294846,21572217
-211.2,366,-29.137062840587706,74.39024390243902,0,513.65,858,69940,25090,22700,4173,23188,4.1,48073,97.61904761904762,63.186603751265096,27.47,8.3,124154,4872790,923845,702286,3790095,25908631,3294846,21572217
-205.75,215,-30.71353933422899,108.04020100502512,0,464.15,414,38480,19240,22750,2656,23188,5.95,28900,114.42307692307692,93.3975374074912,26.99,11.15,59843,3371420,422890,461351,3790095,25908631,3294846,21572217
-203.5,1750,-32.59128763613069,152.30635335073978,20.04,420.9,2899,364260,31720,22800,26622,23188,8,74922,116.78832116788321,101.01388701631387,26.66,14.85,149092,4589975,1201980,1080801,3790095,25908631,3294846,21572217
-206.4,665,-35.57394002068252,156.83962264150944,20.94,373.8,1089,130195,31915,22850,9186,23188,10.9,45889,126.01156069364161,153.79897442772398,26.28,19.55,75726,3590275,574340,610669,3790095,25908631,3294846,21572217
-200.35,5488,-37.69165647634277,645.6470588235294,22.8,331.2,6338,184340,77025,22900,66722,23188,14.8,69382,129.25764192139738,85.19714626029938,26.15,26.25,150819,4039620,1228045,1147719,3790095,25908631,3294846,21572217
-194.35,4249,-40.10524143623607,810.8778625954199,23.04,290.25,4773,152165,51350,22950,43451,23188,19.75,42685,129.93421052631578,171.88821326460757,25.97,34.95,67518,3580265,722085,828851,3790095,25908631,3294846,21572217
-184.35,18182,-42.20467032967033,160.3633797847945,23.36,252.45,29520,3595605,301340,23000,515001,23188,25.35,127619,127.70780856423174,89.72215582333835,25.76,45.2,269857,5207865,2754050,2465273,3790095,25908631,3294846,21572217
-176.2,15195,-44.99489274770173,1943.0946291560103,23.48,215.4,15977,2232685,150215,23050,288410,23188,32.55,70011,128.1496062992126,132.9188183475091,25.62,57.95,122683,3656640,943150,1161356,3790095,25908631,3294846,21572217
-169.15,66230,-48.460106002005446,1328.3192940232652,23.57,179.9,71216,3082365,733655,23100,1528640,23188,41.65,213091,124.88755622188906,365.89055443946495,25.46,75,271330,4738500,2868775,2857156,3790095,25908631,3294846,21572217
-160.7,78512,-51.905684754521964,2616.1946017994,23.52,148.9,81513,3814720,766025,23150,1752754,23188,51,135618,119.43793911007026,423.4093037777084,25.27,93.7,167648,4113785,1676415,2030935,3790095,25908631,3294846,21572217
-149.4,158722,-54.9770009199632,718.3291093410572,23.6,122.35,180818,4493580,1932645,23200,2821483,23188,59.8,172397,109.22374429223744,237.95964001766785,25.27,114.55,244845,4785430,2236715,2503393,3790095,25908631,3294846,21572217
-138.35,101433,-58.8347863066128,1070.9851124485272,23.31,96.8,110904,2907385,1054495,23250,1481096,23188,72.15,26501,103.58937544867193,81.70494835825497,25.43,141.8,58936,2638285,501670,642461,3790095,25908631,3294846,21572217
-126.7,121647,-62.45994577273848,177.11369625671563,23.36,76.15,190330,4590755,1725555,23300,1935027,23188,84.6,-1466,97.18552556002298,-1.2892559076238468,25.38,171.65,112243,645775,732550,706030,3790095,25908631,3294846,21572217
-114,54519,-65.78188113098673,165.339358282283,23.43,59.3,87493,3950570,705510,23350,1005369,23188,94.65,-16719,88.45794392523365,-37.86262653712888,25.35,201.65,27438,340600,185965,202276,3790095,25908631,3294846,21572217
-100.95,106968,-69.07287033869312,122.16676755102274,23.43,45.2,194527,4646200,1300260,23400,1566903,23188,108.7,-19963,83.90582786568892,-22.953364301154394,25.7,238.25,67009,337870,289900,254389,3790095,25908631,3294846,21572217
-88.55,43276,-72.34477124183006,83.85359142785173,23.62,33.85,94885,3817840,778570,23450,821548,23188,123.45,-9591,79.28709055876686,-34.23034369534958,26.25,279.15,18428,110435,58500,65366,3790095,25908631,3294846,21572217
-76.45,125492,-75.32019704433498,81.45869034636756,23.74,25.05,279548,5562830,2182570,23500,1779212,23188,135.9,-4433,73.65853658536585,-5.718007919821481,26.29,320.4,73094,928005,233610,144644,3790095,25908631,3294846,21572217
-65.2,23263,-77.20544701006513,46.843599605324094,24.04,19.25,72924,3373890,693485,23550,612799,23188,149.45,-1918,69.07788305985672,-19.222289035878934,27.74,365.8,8060,80925,36985,14104,3790095,25908631,3294846,21572217
-55.2,44428,-79.71119133574007,42.48637276465526,24.31,14.05,148998,4003090,1230775,23600,857878,23188,156.95,-3394,62.28174603174603,-10.859757463283525,27.97,408.95,27859,347360,57135,26348,3790095,25908631,3294846,21572217
-46.05,18814,-81.28861429832304,47.67262131002154,24.74,10.6,58279,3562325,586755,23650,464715,23188,167.85,-331,58.43342036553525,-7.3983012963790795,32.35,455.1,4143,49075,23855,4324,3790095,25908631,3294846,21572217
-37.65,22703,-82.29508196721312,17.98171968064884,25.27,8.1,148959,4159415,1029665,23700,778574,23188,174.4,-2373,53.06557127643389,-6.859967622571693,30.77,503.05,32219,60060,31330,9993,3790095,25908631,3294846,21572217
