CE_change,CE_changeinOpenInterest,CE_pChange,CE_pchangeinOpenInterest,CE_impliedVolatility,CE_lastPrice,CE_openInterest,CE_totalBuyQuantity,CE_totalSellQuantity,CE_strikePrice,CE_totalTradedVolume,underlyingValue,PE_change,PE_changeinOpenInterest,PE_pChange,PE_pchangeinOpenInterest,PE_impliedVolatility,PE_lastPrice,PE_openInterest,PE_totalBuyQuantity,PE_totalSellQuantity,PE_totalTradedVolume,Overall_CE_openInterest,Overall_CE_totalTradedVolume,Overall_PE_openInterest,Overall_PE_totalTradedVolume
-239.2,-3,-10.529559360831096,-100,0,2032.5,0,5590,4355,21100,4,23204.45,-0.4,-49002,-80,-61.33299956192503,56.33,0.1,30893,7854340,2618200,141703,5697853,90527478,4551984,91530616
-1027.1,1,-34.187095378368035,0,0,1977.25,1,3835,3380,21150,2,23204.45,-0.35,-154,-70,-7.2368421052631575,55.04,0.15,1974,1601730,177125,4136,5697853,90527478,4551984,91530616
-972.45,1,-32.90862944162436,0,0,1982.55,1,4940,4615,21200,2,23204.45,-0.35,-4846,-70,-39.105874757908325,55.48,0.15,7546,3365635,496730,24516,5697853,90527478,4551984,91530616
-831.85,0,-28.62772089821905,0,145.67,2073.9,0,4745,4290,21250,2,23204.45,-0.35,540,-70,41.89294026377036,54.15,0.15,1829,1564160,118755,2664,5697853,90527478,4551984,91530616
0,0,0,0,163.68,0,1,3835,3380,21300,0,23204.45,-0.35,-3709,-70,-55.9680096574619,51.17,0.15,2918,1501955,309725,12780,5697853,90527478,4551984,91530616
0,0,0,0,43.89,0,1,3965,3510,21350,0,23204.45,-0.4,174,-72.72727272727273,19.037199124726477,52.74,0.15,1088,1196455,89570,1877,5697853,90527478,4551984,91530616
0,0,0,0,103.63,0,1,4745,4290,21400,0,23204.45,-0.4,-1571,-72.72727272727273,-29.975195573363862,51.39,0.15,3670,2212925,323115,15757,5697853,90527478,4551984,91530616
0,0,0,0,0,0,0,3380,3380,21450,0,23204.45,-0.35,239,-63.63636363636363,20.168776371308017,50.04,0.2,1424,1117350,117975,5018,5697853,90527478,4551984,91530616
68.05,-8,4.16475412344319,-22.22222222222222,0,1702,28,6305,5135,21500,12,23204.45,-0.4,-19261,-72.72727272727273,-35.69099062372605,46.02,0.15,34705,21072935,3132740,121417,5697853,90527478,4551984,91530616
0,0,0,0,112.26,0,1,3835,3835,21550,0,23204.45,-0.35,585,-63.63636363636363,26.046304541406947,46.21,0.2,2831,1494025,167960,10887,5697853,90527478,4551984,91530616
0,0,0,0,0,0,0,3445,3380,21600,0,23204.45,-0.4,-1791,-66.66666666666667,-26.66765932102442,45.99,0.2,4925,2950675,297505,14024,5697853,90527478,4551984,91530616
0,0,0,0,0,0,0,3380,3380,21650,0,23204.45,-0.4,677,-66.66666666666667,18.784683684794672,44.64,0.2,4281,1817465,272870,15679,5697853,90527478,4551984,91530616
0,0,0,0,0,0,0,3380,3380,21700,0,23204.45,-0.45,-495,-75,-5.189767246802265,42.25,0.15,9043,4341740,645385,56644,5697853,90527478,4551984,91530616
0,0,0,0,0,0,1,6370,5915,21750,0,23204.45,-0.45,992,-69.23076923076923,53.04812834224599,42.78,0.2,2862,2908100,172575,19427,5697853,90527478,4551984,91530616
0,0,0,0,0,0,0,5915,6045,21800,0,23204.45,-0.5,-5630,-71.42857142857143,-25.311333902800882,40.6,0.2,16613,6975865,1486940,81556,5697853,90527478,4551984,91530616
0,0,0,0,0,0,0,6045,5915,21850,0,23204.45,-0.5,233,-66.66666666666667,8.274147727272727,40.04,0.25,3049,3325790,179595,12702,5697853,90527478,4551984,91530616
0,0,0,0,0,0,0,6045,5915,21900,0,23204.45,-0.45,-4309,-64.28571428571429,-28.100952132515978,37.9,0.25,11025,5653765,635375,47228,5697853,90527478,4551984,91530616
0,0,0,0,56.97,0,2,6500,6500,21950,0,23204.45,-0.65,3922,-76.47058823529412,110.41666666666667,36.55,0.2,7474,3919695,504205,31391,5697853,90527478,4551984,91530616
82.05,-150,7.300146803683438,-42.61363636363637,0,1206,202,10465,12545,22000,272,23204.45,-0.65,-8420,-76.47058823529412,-8.222977460057033,35.92,0.2,93976,26234065,7659210,569853,5697853,90527478,4551984,91530616
0,0,0,0,76.79,0,5,6370,6370,22050,0,23204.45,-0.7,4748,-77.77777777777777,114.9636803874092,33.85,0.2,8878,10102170,1852110,51149,5697853,90527478,4551984,91530616
98.15,3,9.605127954200714,37.5,0,1120,11,6955,9880,22100,30,23204.45,-0.7,10482,-77.77777777777777,42.22866811699299,33.17,0.2,35304,14140425,6664320,187963,5697853,90527478,4551984,91530616
98.7,8,10.246029274369356,400,49.67,1062,10,6760,6760,22150,29,23204.45,-0.8,10290,-80,120.80300540032871,31.79,0.2,18808,11531715,2586545,95354,5697853,90527478,4551984,91530616
-3.8,3,-0.4108996539792388,21.428571428571427,0,921,17,8515,7670,22200,10,23204.45,-0.85,26880,-77.27272727272727,68.9584402257568,30.41,0.25,65860,17055870,7434115,307327,5697853,90527478,4551984,91530616
2.25,1,0.25588536335721596,10,0,881.55,11,6630,6825,22250,4,23204.45,-0.95,11418,-82.6086956521739,87.15365239294711,29.03,0.2,24519,14034540,4138875,130027,5697853,90527478,4551984,91530616
103.95,0,12.6390662046325,0,39.43,926.4,57,8385,8385,22300,99,23204.45,-1.1,12043,-81.48148148148148,23.702027160007873,27.65,0.25,62853,21177325,9910680,366256,5697853,90527478,4551984,91530616
