CE_change,CE_changeinOpenInterest,CE_pChange,CE_pchangeinOpenInterest,CE_impliedVolatility,CE_lastPrice,CE_openInterest,CE_totalBuyQuantity,CE_totalSellQuantity,CE_strikePrice,CE_totalTradedVolume,underlyingValue,PE_change,PE_changeinOpenInterest,PE_pChange,PE_pchangeinOpenInterest,PE_impliedVolatility,PE_lastPrice,PE_openInterest,PE_totalBuyQuantity,PE_totalSellQuantity,PE_totalTradedVolume,Overall_CE_openInterest,Overall_CE_totalTradedVolume,Overall_PE_openInterest,Overall_PE_totalTradedVolume
0,0,0,0,129.07,0,3,4290,5070,21100,0,23180.85,-0.25,-17028,-33.333333333333336,-16.551000174957718,63.07,0.5,85854,7452510,2535260,116964,3801559,54842581,3005710,50983493
0,0,0,0,0,0,0,3250,5070,21150,0,23180.85,-0.2,733,-26.666666666666668,34.268349696119685,62.18,0.55,2872,1920880,676065,7212,3801559,54842581,3005710,50983493
0,0,0,0,0,0,0,5070,5070,21200,0,23180.85,-0.3,-2648,-37.5,-15.020704520959782,60.72,0.5,14981,3414775,1615965,31560,3801559,54842581,3005710,50983493
0,0,0,0,0,0,0,4290,4290,21250,0,23180.85,-0.2,121,-26.666666666666668,7.2368421052631575,59.76,0.55,1793,1837160,358735,5456,3801559,54842581,3005710,50983493
15.2,1,0.7662062707934267,100,152.12,1999,2,4745,5135,21300,4,23180.85,-0.3,-271,-35.294117647058826,-3.6996587030716723,58.75,0.55,7054,2620670,597025,9751,3801559,54842581,3005710,50983493
0,0,0,0,43.89,0,1,4290,5070,21350,0,23180.85,-0.3,855,-33.333333333333336,97.26962457337883,57.69,0.6,1734,2565225,391625,8605,3801559,54842581,3005710,50983493
-168.2,-1,-8.678154989165204,-50,67.41,1770,1,4875,5070,21400,2,23180.85,-0.3,-1001,-33.333333333333336,-14.47996528280052,55.78,0.6,5912,2986360,643110,14924,3801559,54842581,3005710,50983493
0,0,0,0,0,0,0,5070,5070,21450,0,23180.85,-0.3,329,-33.333333333333336,26.726238830219334,54.71,0.6,1560,2621840,444665,7639,3801559,54842581,3005710,50983493
-234.15,6,-12.156374114165564,20,90.02,1692,36,4875,5720,21500,22,23180.85,-0.35,-16283,-36.8421052631579,-21.002192699600155,53.21,0.6,61247,6749860,3722420,157623,3801559,54842581,3005710,50983493
-638.1,1,-27.8646288209607,100,94.49,1651.9,2,3770,3705,21550,2,23180.85,-0.25,1531,-26.31578947368421,100,52.45,0.7,3062,2721940,501020,14095,3801559,54842581,3005710,50983493
