CE_change,CE_changeinOpenInterest,CE_pChange,CE_pchangeinOpenInterest,CE_impliedVolatility,CE_lastPrice,CE_openInterest,CE_totalBuyQuantity,CE_totalSellQuantity,CE_strikePrice,CE_totalTradedVolume,underlyingValue,PE_change,PE_changeinOpenInterest,PE_pChange,PE_pchangeinOpenInterest,PE_impliedVolatility,PE_lastPrice,PE_openInterest,PE_totalBuyQuantity,PE_totalSellQuantity,PE_totalTradedVolume,Overall_CE_openInterest,Overall_CE_totalTradedVolume,Overall_PE_openInterest,Overall_PE_totalTradedVolume
0,0,0,0,129.07,0,3,4550,5070,21100,0,23127.8,-0.25,-19561,-33.333333333333336,-19.013044069905327,63.2,0.5,83321,7685405,2388880,122337,3593227,58905498,2903878,55260943
0,0,0,0,0,0,0,3380,5070,21150,0,23127.8,-0.25,519,-33.333333333333336,24.26367461430575,61.74,0.5,2658,1854320,452920,8325,3593227,58905498,2903878,55260943
0,0,0,0,0,0,0,5070,5070,21200,0,23127.8,-0.3,-3872,-37.5,-21.9638096318566,59.69,0.5,13757,3636425,1504230,33763,3593227,58905498,2903878,55260943
0,0,0,0,0,0,0,4160,4160,21250,0,23127.8,-0.2,71,-26.666666666666668,4.246411483253588,58.83,0.55,1743,1807650,380965,5616,3593227,58905498,2903878,55260943
15.2,1,0.7662062707934267,100,150.57,1999,2,4290,5005,21300,4,23127.8,-0.25,-377,-29.41176470588235,-5.146757679180888,57.91,0.6,6948,2604355,632515,10580,3593227,58905498,2903878,55260943
0,0,0,0,43.89,0,1,4550,4940,21350,0,23127.8,-0.35,857,-38.888888888888886,97.4971558589306,56.45,0.55,1736,2508675,412880,8935,3593227,58905498,2903878,55260943
-168.2,-1,-8.678154989165204,-50,0,1770,1,4485,5265,21400,2,23127.8,-0.3,-1317,-33.333333333333336,-19.051063214234052,55.46,0.6,5596,2961985,622505,15491,3593227,58905498,2903878,55260943
0,0,0,0,0,0,0,5070,5070,21450,0,23127.8,-0.3,268,-33.333333333333336,21.770917952883835,53.99,0.6,1499,2638285,438620,7795,3593227,58905498,2903878,55260943
-276.15,6,-14.336889650338758,20,86.47,1650,36,4940,5330,21500,23,23127.8,-0.35,-17904,-36.8421052631579,-23.092996259512446,52.06,0.6,59626,6613360,3887585,167545,3593227,58905498,2903878,55260943
-638.1,1,-27.8646288209607,100,91.64,1651.9,2,3510,3965,21550,2,23127.8,-0.35,1382,-36.8421052631579,90.26779882429784,51.46,0.6,2913,2665130,584675,14855,3593227,58905498,2903878,55260943
0,0,0,0,0,0,0,4940,4940,21600,0,23127.8,-0.35,3076,-35,43.16587145663767,50.72,0.65,10202,3149250,1006200,55103,3593227,58905498,2903878,55260943
0,0,0,0,0,0,0,6825,6695,21650,0,23127.8,-0.3,4102,-28.571428571428573,229.16201117318437,49.56,0.75,5892,2781285,780910,23688,3593227,58905498,2903878,55260943
0,0,0,0,0,0,0,6825,6695,21700,0,23127.8,-0.2,1310,-21.05263157894737,12.25444340505145,47.37,0.75,12000,3040700,1244360,56014,3593227,58905498,2903878,55260943
0,0,0,0,0,0,1,6370,6825,21750,0,23127.8,-0.25,1716,-23.80952380952381,76.64135774899509,46.84,0.8,3955,2940145,627900,22410,3593227,58905498,2903878,55260943
0,0,0,0,0,0,0,6825,6825,21800,0,23127.8,-0.35,444,-31.818181818181817,2.056221923771593,45.32,0.75,22037,3331640,2143505,129752,3593227,58905498,2903878,55260943
0,0,0,0,0,0,0,6695,6825,21850,0,23127.8,-0.35,312,-30.434782608695652,10.497981157469717,43.79,0.8,3284,2469350,564655,24669,3593227,58905498,2903878,55260943
0,0,0,0,0,0,0,6695,6695,21900,0,23127.8,-0.35,225,-30.434782608695652,1.0266471983938674,42.27,0.8,22141,3373630,2449330,89360,3593227,58905498,2903878,55260943
0,0,0,0,56.97,0,2,6045,5915,21950,0,23127.8,-0.2,4628,-17.391304347826086,134.7307132459971,41.5,0.95,8063,2925520,837265,43309,3593227,58905498,2903878,55260943
-224.65,-37,-15.732343569452713,-9.438775510204081,71.43,1203.3,355,8840,11050,22000,265,23127.8,-0.25,19487,-20,18.75932575400225,40.17,1,123366,10491195,5178290,523370,3593227,58905498,2903878,55260943
-243.6,3,-17.720229868334908,150,53.37,1131.1,5,6110,6175,22050,11,23127.8,-0.15,4089,-12,118.21335646140503,38.61,1.1,7548,3722810,885040,67998,3593227,58905498,2903878,55260943
-245.75,-1,-18.734514960930056,-12.5,0,1066,7,6500,6760,22100,20,23127.8,-0.25,4677,-19.23076923076923,19.883513306691608,37.25,1.05,28199,4303715,1952990,175496,3593227,58905498,2903878,55260943
-119.35,0,-10.032784129119031,0,72.21,1070.25,1,6240,6890,22150,1,23127.8,-0.2,15199,-14.814814814814815,352.8087279480037,36.06,1.15,19507,3455400,1404390,116758,3593227,58905498,2903878,55260943
-234.15,10,-19.166700773543976,125,52.49,987.5,18,6825,7020,22200,66,23127.8,-0.2,12488,-14.814814814814815,33.27737362432382,34.29,1.15,50015,5539755,3010995,473128,3593227,58905498,2903878,55260943
