CE_change,CE_changeinOpenInterest,CE_pChange,CE_pchangeinOpenInterest,CE_impliedVolatility,CE_lastPrice,CE_openInterest,CE_totalBuyQuantity,CE_totalSellQuantity,CE_strikePrice,CE_totalTradedVolume,underlyingValue,PE_change,PE_changeinOpenInterest,PE_pChange,PE_pchangeinOpenInterest,PE_impliedVolatility,PE_lastPrice,PE_openInterest,PE_totalBuyQuantity,PE_totalSellQuantity,PE_totalTradedVolume,Overall_CE_openInterest,Overall_CE_totalTradedVolume,Overall_PE_openInterest,Overall_PE_totalTradedVolume
0,0,0,0,129.07,0,3,5525,5070,21100,0,23210.35,0,-1570,0,-1.5260201006978868,66.51,0.75,101312,9340695,2225210,47077,3792233,23411270,3217535,19131920
0,0,0,0,0,0,0,3380,5070,21150,0,23210.35,-0.05,252,-6.666666666666667,11.781206171107995,64.56,0.7,2391,1966055,262925,3693,3792233,23411270,3217535,19131920
0,0,0,0,0,0,0,4940,5070,21200,0,23210.35,-0.1,-5,-12.5,-0.028362357479153666,63.06,0.7,17624,3787810,1058395,16144,3792233,23411270,3217535,19131920
0,0,0,0,0,0,0,4290,4290,21250,0,23210.35,0,10,0,0.5980861244019139,62,0.75,1682,1910935,180310,2920,3792233,23411270,3217535,19131920
-172.9,0,-8.715596330275229,0,0,1810.9,1,4745,5070,21300,1,23210.35,-0.05,-205,-5.882352941176471,-2.7986348122866893,61.28,0.8,7120,2940145,414050,4436,3792233,23411270,3217535,19131920
0,0,0,0,43.89,0,1,5525,4940,21350,0,23210.35,-0.05,832,-5.555555555555555,94.65301478953356,59.77,0.85,1711,2737930,222755,5965,3792233,23411270,3217535,19131920
-168.2,-1,-8.678154989165204,-50,0,1770,1,4810,5070,21400,2,23210.35,-0.1,-954,-11.11111111111111,-13.800086792998698,57.89,0.8,5959,3440125,379730,9987,3792233,23411270,3217535,19131920
0,0,0,0,0,0,0,5070,5070,21450,0,23210.35,0,425,0,34.52477660438668,57.08,0.9,1656,2875925,239980,5082,3792233,23411270,3217535,19131920
-220.9,-1,-11.468473379539496,-3.3333333333333335,70.04,1705.25,29,5525,5265,21500,10,23210.35,-0.05,-9371,-5.2631578947368425,-12.086934090029667,55.22,0.9,68159,7970560,2235870,83707,3792233,23411270,3217535,19131920
0,0,0,0,70.1,0,1,3315,5525,21550,0,23210.35,0,818,0,53.42913128674069,54.65,0.95,2349,2893800,202475,7425,3792233,23411270,3217535,19131920
0,0,0,0,0,0,0,5070,5070,21600,0,23210.35,0.05,2429,5,34.086444007858546,53.11,1.05,9555,3920410,526370,29300,3792233,23411270,3217535,19131920
0,0,0,0,0,0,0,5070,5070,21650,0,23210.35,0.05,2978,4.761904761904762,166.3687150837989,51.85,1.1,4768,3066440,277615,12319,3792233,23411270,3217535,19131920
0,0,0,0,0,0,0,5070,4940,21700,0,23210.35,0.1,411,10.526315789473685,3.844714686623012,50.31,1.05,11101,3813745,777725,27501,3792233,23411270,3217535,19131920
0,0,0,0,0,0,1,6500,6825,21750,0,23210.35,0.15,1880,14.285714285714286,83.96605627512282,49.27,1.2,4119,3376685,284050,12612,3792233,23411270,3217535,19131920
