timestamp,input_csv,underlyingValue,top1ce_strike,top1ce_oi_value,top2ce_strike,top2ce_oi_value,top3ce_strike,top3ce_oi_value,top1pe_strike,top1pe_oi_value,top2pe_strike,top2pe_oi_value,top3pe_strike,top3pe_oi_value,Overall_CE_openInterest,Overall_PE_openInterest,Overall_CE_totalTradedVolume,Overall_PE_totalTradedVolume
2026-06-09T10:36:24.159323,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_103615.csv,23154.0,23200,663480,23250,578993,23300,566728,23000,367991,23100,341081,23150,285740,6173530.0,3779211.0,35728493.0,40826724.0
2026-06-09T10:41:31.363284,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_104115.csv,23148.7,23200,690368,23250,583080,23300,563000,23000,376137,23100,353886,23150,287452,6265879.0,3788156.0,36874129.0,42219654.0
2026-06-09T10:46:22.691300,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_104616.csv,23158.15,23200,696548,23250,586100,23300,564064,23000,380072,23100,357724,23150,288827,6306793.0,3800326.0,37361457.0,42926337.0
2026-06-09T10:51:23.956453,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_105117.csv,23134.55,23200,709422,23250,590513,23300,566520,23000,387631,23100,384835,23150,316155,6359680.0,3897237.0,39749185.0,46013915.0
2026-06-09T10:52:27.712306,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_105218.csv,23130.95,23200,698260,23250,587972,23300,554625,23000,360144,23100,341012,23150,253593,6347686.0,3652841.0,40388011.0,46737604.0
2026-06-09T10:57:47.611217,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_105738.csv,23150.35,23200,712167,23250,574672,23300,565959,23000,390338,23100,365970,23150,267904,6353443.0,3744735.0,43371699.0,49872811.0
2026-06-09T11:02:48.609631,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_110238.csv,23153.05,23200,723276,23250,585211,23300,575003,23000,402148,23100,385912,23150,297911,6401245.0,3855473.0,44390608.0,50990979.0
2026-06-09T11:07:49.313179,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_110739.csv,23160.45,23200,726955,23250,587391,23300,569513,23000,406922,23100,392739,23150,309512,6409341.0,3921803.0,45452975.0,52201560.0
2026-06-09T11:08:20.379492,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_110811.csv,23157.55,23200,732746,23250,583325,23300,568461,23000,407958,23100,394440,23150,316329,6419088.0,3940669.0,45576824.0,52360963.0
2026-06-09T11:18:21.435134,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_111812.csv,23143.0,23200,738471,23250,585814,23300,574799,23000,416148,23100,412692,23150,316302,6470264.0,3997831.0,47805604.0,54996490.0
2026-06-09T11:23:22.417279,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_112313.csv,23136.65,23200,753995,23250,587110,23300,576608,23100,412925,23000,412758,23150,318490,6520565.0,4009141.0,49190239.0,56733078.0
2026-06-09T12:12:48.371974,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_121247.csv,23182.1,23200,678611,23300,581779,23250,513125,23100,490547,23150,413059,23000,404303,6037854.0,4275423.0,74606704.0,78687858.0
2026-06-09T12:17:49.088546,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_121747.csv,23193.6,23200,692725,23300,589646,23250,530573,23100,495941,23150,423726,23000,401480,6087676.0,4295585.0,75927002.0,79879634.0
2026-06-09T12:22:49.975383,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_122248.csv,23201.55,23200,682194,23300,595255,23250,535176,23100,495576,23150,445987,23000,395720,6070010.0,4342689.0,77823111.0,81475206.0
2026-06-09T12:27:50.685785,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_122749.csv,23198.6,23200,651636,23300,603556,23250,541760,23100,496760,23150,456447,23200,413324,5987263.0,4388820.0,80006102.0,83350295.0
2026-06-09T12:32:51.372356,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_123250.csv,23212.25,23200,640264,23300,615056,23250,556505,23100,498473,23150,460795,23200,449041,5993488.0,4442144.0,82091718.0,85079335.0
2026-06-09T12:38:02.033517,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_123751.csv,23218.3,23300,602911,23200,550438,23250,513359,23200,508309,23150,471909,23100,471030,5732460.0,4493547.0,85650612.0,87638281.0
2026-06-09T12:43:02.676641,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_124252.csv,23219.4,23300,616644,23200,552303,23250,538434,23200,545430,23150,490678,23100,477479,5732125.0,4568472.0,87738726.0,89292321.0
2026-06-09T12:48:03.326951,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_124753.csv,23204.45,23300,603525,23200,552354,23250,539701,23200,535505,23150,489890,23100,481647,5697853.0,4551984.0,90527478.0,91530616.0
2026-06-09T12:53:03.972132,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_125257.csv,23200.05,23300,595451,23200,559250,23250,554274,23200,557717,23100,505733,23150,501271,5693703.0,4589392.0,92842439.0,93581150.0
2026-06-09T12:58:04.598707,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_125758.csv,23188.7,23300,608473,23200,593648,23250,569611,23200,541523,23150,512979,23100,511983,5757563.0,4562432.0,95023391.0,95338915.0
2026-06-09T13:03:05.232332,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_130300.csv,23198.55,23200,672700,23300,598088,23250,579887,23100,520449,23150,499380,23200,486616,5833085.0,4462500.0,98216347.0,98645031.0
2026-06-09T13:07:20.410436,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_130710.csv,23195.9,23200,679649,23300,606985,23250,585544,23100,522059,23150,508286,23200,491670,5857709.0,4493941.0,99144449.0,99489091.0
2026-06-09T13:09:29.121697,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_130919.csv,23195.35,23200,676364,23300,612188,23250,590634,23150,522312,23100,522116,23200,515333,5833425.0,4488562.0,100978290.0,101325028.0
2026-06-09T13:34:30.636921,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_133428.csv,23191.0,23200,656447,23300,611317,23250,610652,23150,558412,23200,551407,23100,541085,5780929.0,4525668.0,113220893.0,111595055.0
2026-06-09T13:59:32.804976,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_135928.csv,23176.4,23200,691915,23250,638675,23300,580447,23150,554586,23200,543873,23100,490553,5778367.0,4377948.0,127509722.0,124145823.0
2026-06-09T14:24:39.948339,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_142430.csv,23191.6,23200,694134,23250,687204,23300,549153,23200,695387,23150,629477,23100,444612,5688040.0,4547825.0,142843507.0,138657773.0
2026-06-09T14:49:41.493172,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_144931.csv,23240.2,23300,689634,23250,596401,23200,339080,23200,804203,23250,559502,23150,376244,5079057.0,4587035.0,168396199.0,158356969.0
2026-06-09T15:14:43.031156,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_151432.csv,23242.15,23300,585367,23250,506117,23500,224691,23250,668394,23200,499669,23150,239008,4224287.0,3898897.0,198826657.0,185985431.0
2026-06-09T15:39:44.353698,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_153934.csv,23242.1,23250,360759,23300,325309,23500,169471,23200,379408,23250,260743,23150,177911,3312104.0,2730073.0,205696314.0,193712841.0
2026-06-09T15:47:31.258883,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_154722.csv,23242.1,23250,360759,23300,325309,23500,169471,23200,379408,23250,260743,23150,177911,3312104.0,2730073.0,205696314.0,193712841.0
2026-06-09T16:12:32.779990,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260609_161223.csv,23242.1,23250,360759,23300,325309,23500,169471,23200,379408,23250,260743,23150,177911,3312104.0,2730073.0,205696314.0,193712841.0
