timestamp,input_csv,underlyingValue,top1ce_strike,top1ce_oi_value,top2ce_strike,top2ce_oi_value,top3ce_strike,top3ce_oi_value,top1pe_strike,top1pe_oi_value,top2pe_strike,top2pe_oi_value,top3pe_strike,top3pe_oi_value,Overall_CE_openInterest,Overall_PE_openInterest,Overall_CE_totalTradedVolume,Overall_PE_totalTradedVolume,CE_delta1_since_start,CE_delta2_since_start,CE_delta3_since_start,CE_delta1_from_previous,CE_delta2_from_previous,CE_delta3_from_previous,PE_delta1_since_start,PE_delta2_since_start,PE_delta3_since_start,PE_delta1_from_previous,PE_delta2_from_previous,PE_delta3_from_previous,Overall_CE_openInterest_delta_since_start,Overall_PE_openInterest_delta_since_start,Overall_CE_totalTradedVolume_delta_since_start,Overall_PE_totalTradedVolume_delta_since_start,Overall_CE_openInterest_delta_from_previous,Overall_PE_openInterest_delta_from_previous,Overall_CE_totalTradedVolume_delta_from_previous,Overall_PE_totalTradedVolume_delta_from_previous
2026-06-08T14:00:00.865785,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_135953.csv,23166.1,23500,278672,23200,222633,23300,217585,23000,290137,23100,246581,23200,244377,3786193.0,3249577.0,47574635.0,42714517.0,+144915,+104823,+64699,+9214,+4792,+5464,+163363,+123618,+103954,-5992,-1828,+2559,+414444,+921102,+42992333,+39261077,+31004,-13270,+606330,+698059
2026-06-08T14:24:08.028930,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_142403.csv,23156.25,23500,282210,23200,251964,23300,218577,23000,284190,23100,238793,23200,218716,3868737.0,3153234.0,51200205.0,47043789.0,+174246,+105815,+68237,+29331,+992,+3538,+137702,+115830,+98007,-25661,-7788,-5947,+496988,+824759,+46617903,+43590349,+82544,-96343,+3625570,+4329272
2026-06-08T14:29:08.787284,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_142904.csv,23151.55,23500,280916,23200,255882,23300,219665,23000,288075,23100,239532,23200,219363,3893797.0,3160664.0,51783693.0,47621588.0,+178164,+106903,+66943,+3918,+1088,-1294,+138349,+116569,+101892,+647,+739,+3885,+522048,+832189,+47201391,+44168148,+25060,+7430,+583488,+577799
2026-06-08T14:29:08.787284,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_142904.csv,23151.55,23500,280916,23200,255882,23300,219665,23000,288075,23100,239532,23200,219363,3893797.0,3160664.0,51783693.0,47621588.0,+178164,+106903,+66943,+3918,+1088,-1294,+138349,+116569,+101892,+647,+739,+3885,+522048,+832189,+47201391,+44168148,+25060,+7430,+583488,+577799
2026-06-08T14:29:08.787284,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_142904.csv,23151.55,23500,280916,23200,255882,23300,219665,23000,288075,23100,239532,23200,219363,3893797.0,3160664.0,51783693.0,47621588.0,+178164,+106903,+66943,+3918,+1088,-1294,+138349,+116569,+101892,+647,+739,+3885,+522048,+832189,+47201391,+44168148,+25060,+7430,+583488,+577799
2026-06-08T14:34:09.552988,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_143404.csv,23162.25,23500,277654,23200,257704,23300,218972,23000,286450,23100,238219,23200,214250,3877396.0,3132001.0,52396284.0,48340948.0,+179986,+106210,+63681,+1822,-693,-3262,+133236,+115256,+100267,-5113,-1313,-1625,+505647,+803526,+47813982,+44887508,-16401,-28663,+612591,+719360
2026-06-08T14:34:09.552988,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_143404.csv,23162.25,23500,277654,23200,257704,23300,218972,23000,286450,23100,238219,23200,214250,3877396.0,3132001.0,52396284.0,48340948.0,+179986,+106210,+63681,+1822,-693,-3262,+133236,+115256,+100267,-5113,-1313,-1625,+505647,+803526,+47813982,+44887508,-16401,-28663,+612591,+719360
2026-06-08T14:34:09.552988,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_143404.csv,23162.25,23500,277654,23200,257704,23300,218972,23000,286450,23100,238219,23200,214250,3877396.0,3132001.0,52396284.0,48340948.0,+179986,+106210,+63681,+1822,-693,-3262,+133236,+115256,+100267,-5113,-1313,-1625,+505647,+803526,+47813982,+44887508,-16401,-28663,+612591,+719360
2026-06-08T14:39:10.350590,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_143909.csv,23157.25,23500,281325,23200,264719,23300,222129,23000,286218,23100,236012,23200,212366,3896820.0,3113548.0,52953555.0,48919039.0,+187001,+109367,+67352,+7015,+3157,+3671,+131352,+113049,+100035,-1884,-2207,-232,+525071,+785073,+48371253,+45465599,+19424,-18453,+557271,+578091
2026-06-08T14:44:11.205851,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_144410.csv,23155.0,23500,279030,23200,261433,23300,219212,23000,288971,23100,236480,23200,212812,3854293.0,3119259.0,53370030.0,49304621.0,+183715,+106450,+65057,-3286,-2917,-2295,+131798,+113517,+102788,+446,+468,+2753,+482544,+790784,+48787728,+45851181,-42527,+5711,+416475,+385582
2026-06-08T14:49:12.053388,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_144910.csv,23180.85,23500,285400,23200,251623,23300,218156,23000,269916,23100,224252,23200,201451,3801559.0,3005710.0,54842581.0,50983493.0,+173905,+105394,+71427,-9810,-1056,+6370,+120437,+101289,+83733,-11361,-12228,-19055,+429810,+677235,+50260279,+47530053,-52734,-113549,+1472551,+1678872
2026-06-08T14:49:12.053388,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_144910.csv,23180.85,23500,285400,23200,251623,23300,218156,23000,269916,23100,224252,23200,201451,3801559.0,3005710.0,54842581.0,50983493.0,+173905,+105394,+71427,-9810,-1056,+6370,+120437,+101289,+83733,-11361,-12228,-19055,+429810,+677235,+50260279,+47530053,-52734,-113549,+1472551,+1678872
2026-06-08T14:54:12.819610,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_145411.csv,23170.05,23500,285411,23200,243074,23300,216737,23000,275977,23100,229813,23200,213758,3776331.0,3039930.0,55469707.0,51560578.0,+165356,+103975,+71438,-8549,-1419,+11,+132744,+106850,+89794,+12307,+5561,+6061,+404582,+711455,+50887405,+48107138,-25228,+34220,+627126,+577085
2026-06-08T14:54:12.819610,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_145411.csv,23170.05,23500,285411,23200,243074,23300,216737,23000,275977,23100,229813,23200,213758,3776331.0,3039930.0,55469707.0,51560578.0,+165356,+103975,+71438,-8549,-1419,+11,+132744,+106850,+89794,+12307,+5561,+6061,+404582,+711455,+50887405,+48107138,-25228,+34220,+627126,+577085
2026-06-08T14:54:12.819610,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_145411.csv,23170.05,23500,285411,23200,243074,23300,216737,23000,275977,23100,229813,23200,213758,3776331.0,3039930.0,55469707.0,51560578.0,+165356,+103975,+71438,-8549,-1419,+11,+132744,+106850,+89794,+12307,+5561,+6061,+404582,+711455,+50887405,+48107138,-25228,+34220,+627126,+577085
2026-06-08T14:54:12.819610,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_145411.csv,23170.05,23500,285411,23200,243074,23300,216737,23000,275977,23100,229813,23200,213758,3776331.0,3039930.0,55469707.0,51560578.0,+165356,+103975,+71438,-8549,-1419,+11,+132744,+106850,+89794,+12307,+5561,+6061,+404582,+711455,+50887405,+48107138,-25228,+34220,+627126,+577085
2026-06-08T14:59:13.585905,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_145912.csv,23167.25,23500,273410,23200,232986,23300,210744,23000,280959,23100,231836,23200,214645,3679464.0,3036218.0,56523449.0,52519572.0,+155268,+97982,+59437,-10088,-5993,-12001,+133631,+108873,+94776,+887,+2023,+4982,+307715,+707743,+51941147,+49066132,-96867,-3712,+1053742,+958994
2026-06-08T15:07:57.019093,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_150748.csv,23129.95,23500,258711,23200,210499,23300,197009,23000,232264,23100,189347,23200,133554,3587329.0,2655473.0,60615826.0,57554948.0,+132781,+84247,+44738,-5292,-6159,-2669,+52540,+66384,+46081,-53494,-31846,-36615,+215580,+326998,+56033524,+54101508,-5898,-248405,+1710328,+2294005
2026-06-08T15:12:57.858044,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_151248.csv,23127.15,23500,249851,23200,206700,23300,196778,23000,223556,23100,186506,23200,126198,3587626.0,2575442.0,62169945.0,59023971.0,+128982,+84016,+35878,-3799,-231,-8860,+45184,+63543,+37373,-7356,-2841,-8708,+215877,+246967,+57587643,+55570531,+297,-80031,+1554119,+1469023
2026-06-08T15:52:34.672124,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_155226.csv,23123.0,23500,231189,23300,154909,23400,153820,23000,161216,23100,106170,22800,102263,3236795.0,2090490.0,67366761.0,63197650.0,+42147,+18412,+17216,-41869,-22578,-18662,-16793,-24967,-2765,-80336,-62340,-21497,-134954,-237985,+62784459,+59744210,-350831,-484952,+5196816,+4173679
2026-06-08T16:37:35.122584,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_163726.csv,23123.0,23500,231189,23300,154909,23400,153820,23000,161216,23100,106170,22800,102263,3236795.0,2090490.0,67366761.0,63197650.0,+42147,+18412,+17216,+0,+0,+0,-16793,-24967,-2765,+0,+0,+0,-134954,-237985,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T17:44:50.377894,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_174441.csv,23123.0,23500,231189,23300,154909,23400,153820,23000,161216,23100,106170,22800,102263,3236795.0,2090490.0,67366761.0,63197650.0,+42147,+18412,+17216,+0,+0,+0,-16793,-24967,-2765,+0,+0,+0,-134954,-237985,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T17:46:59.169040,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_174649.csv,23123.0,23500,231189,23300,154909,23400,153820,23000,161216,23100,106170,22800,102263,3236795.0,2090490.0,67366761.0,63197650.0,+42147,+18412,+17216,+0,+0,+0,-16793,-24967,-2765,+0,+0,+0,-134954,-237985,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T17:52:00.001865,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_175150.csv,23123.0,23500,231189,23300,154909,23400,153820,23000,161216,23100,106170,22800,102263,3236795.0,2090490.0,67366761.0,63197650.0,+42147,+18412,+17216,+0,+0,+0,-16793,-24967,-2765,+0,+0,+0,-134954,-237985,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T17:55:24.143359,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_175514.csv,23123.0,23500,231189,23300,154909,23400,153820,23000,161216,23100,106170,22800,102263,3236795.0,2090490.0,67366761.0,63197650.0,+42147,+18412,+17216,+0,+0,+0,-16793,-24967,-2765,+0,+0,+0,-134954,-237985,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T18:00:00.041549,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_175950.csv,23123.0,23500,231189,23300,154909,23400,153820,23000,161216,23100,106170,22800,102263,3236795.0,2090490.0,67366761.0,63197650.0,+42147,+18412,+17216,+0,+0,+0,-16793,-24967,-2765,+0,+0,+0,-134954,-237985,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T18:05:00.874871,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_180451.csv,23123.0,23500,231189,23300,154909,23400,153820,23000,161216,23100,106170,22800,102263,3236795.0,2090490.0,67366761.0,63197650.0,+42147,+18412,+17216,+0,+0,+0,-16793,-24967,-2765,+0,+0,+0,-134954,-237985,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T18:10:01.734994,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_180952.csv,23123.0,23500,231189,23300,154909,23400,153820,23000,161216,23100,106170,22800,102263,3236795.0,2090490.0,67366761.0,63197650.0,+42147,+18412,+17216,+0,+0,+0,-16793,-24967,-2765,+0,+0,+0,-134954,-237985,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T18:12:35.975681,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_181226.csv,23123.0,23500,231189,23300,154909,23400,153820,23000,161216,23100,106170,22800,102263,3236795.0,2090490.0,67366761.0,63197650.0,+42147,+18412,+17216,+0,+0,+0,-16793,-24967,-2765,+0,+0,+0,-134954,-237985,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T18:17:36.752982,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_181727.csv,23123.0,23500,231189,23300,154909,23400,153820,23000,161216,23100,106170,22800,102263,3236795.0,2090490.0,67366761.0,63197650.0,+42147,+18412,+17216,+0,+0,+0,-16793,-24967,-2765,+0,+0,+0,-134954,-237985,+62784459,+59744210,+0,+0,+0,+0
2026-06-08T18:19:40.028081,C:\Users\Vinit\OneDrive\Desktop\AlgoTrades\OI_DASH_V1\nifty_data_csv\nifty_20260608_181931.csv,23123.0,23500,231189,23300,154909,23400,153820,23000,161216,23100,106170,22800,102263,3236795.0,2090490.0,67366761.0,63197650.0,+42147,+18412,+17216,+0,+0,+0,-16793,-24967,-2765,+0,+0,+0,-134954,-237985,+62784459,+59744210,+0,+0,+0,+0
