timestamp,input_csv,underlyingValue,top1ce_strike,top1ce_oi_value,top2ce_strike,top2ce_oi_value,top3ce_strike,top3ce_oi_value,top1pe_strike,top1pe_oi_value,top2pe_strike,top2pe_oi_value,top3pe_strike,top3pe_oi_value,Overall_CE_openInterest,Overall_PE_openInterest,Overall_CE_totalTradedVolume,Overall_PE_totalTradedVolume,CE_delta1_since_start,CE_delta2_since_start,CE_delta3_since_start,CE_delta1_from_previous,CE_delta2_from_previous,CE_delta3_from_previous,PE_delta1_since_start,PE_delta2_since_start,PE_delta3_since_start,PE_delta1_from_previous,PE_delta2_from_previous,PE_delta3_from_previous,Overall_CE_openInterest_delta_since_start,Overall_PE_openInterest_delta_since_start,Overall_CE_totalTradedVolume_delta_since_start,Overall_PE_totalTradedVolume_delta_since_start,Overall_CE_openInterest_delta_from_previous,Overall_PE_openInterest_delta_from_previous,Overall_CE_totalTradedVolume_delta_from_previous,Overall_PE_totalTradedVolume_delta_from_previous
2026-06-08T09:21:14.657189,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_092103.csv,23107.3,23500,213973,23400,135408,23600,119464,23000,186183,23100,122963,22900,112994,3371749.0,2328475.0,4582302.0,3453440.0,+0,+0,+0,+45720,+54235,+12078,+0,+0,+0,+64755,+44032,+31239,+0,+0,+0,+0,+408090,+260635,-50683702,-55091332
2026-06-08T10:36:34.858402,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_103626.csv,23212.9,23500,272677,23400,187586,23300,181620,23000,254914,23100,248046,23200,191349,3788254.0,3105720.0,20714505.0,16859946.0,+68858,+52178,+58704,+68858,+52178,+58704,+110335,+125083,+68731,+110335,+125083,+68731,+416505,+777245,+16132203,+13406506,+416505,+777245,+16132203,+13406506
2026-06-08T10:38:00.850394,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_103751.csv,23203.2,23500,274596,23400,187075,23300,178749,23100,256701,23000,255529,23200,206114,3762824.0,3151466.0,21051931.0,17099805.0,+65987,+51667,+60623,-2871,-511,+1919,+125100,+133738,+69346,+14765,+8655,+615,+391075,+822991,+16469629,+13646365,-25430,+45746,+337426,+239859
2026-06-08T10:43:01.659887,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_104252.csv,23217.1,23500,276537,23400,187574,23300,182647,23100,263443,23000,260057,23200,217458,3759170.0,3198292.0,21863274.0,17741964.0,+69885,+52166,+62564,+3898,+499,+1941,+136444,+140480,+73874,+11344,+6742,+4528,+387421,+869817,+17280972,+14288524,-3654,+46826,+811343,+642159
2026-06-08T10:48:02.642174,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_104753.csv,23190.4,23500,272940,23400,185116,23300,174357,23100,262370,23000,259900,23200,223889,3711846.0,3205044.0,22674005.0,18548069.0,+61595,+49708,+58967,-8290,-2458,-3597,+142875,+139407,+73717,+6431,-1073,-157,+340097,+876569,+18091703,+15094629,-47324,+6752,+810731,+806105
2026-06-08T10:53:03.591829,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_105254.csv,23210.35,23500,275664,23400,190164,23300,184326,23000,262783,23100,259194,23200,220662,3792233.0,3217535.0,23411270.0,19131920.0,+71564,+54756,+61691,+9969,+5048,+2724,+139648,+136231,+76600,-3227,-3176,+2883,+420484,+889060,+18828968,+15678480,+80387,+12491,+737265,+583851
2026-06-08T10:58:04.661681,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_105756.csv,23195.5,23500,275750,23400,191365,23300,184502,23100,267237,23000,263384,23200,226917,3779842.0,3243912.0,23691663.0,19407800.0,+71740,+55957,+61777,+176,+1201,+86,+145903,+144274,+77201,+6255,+8043,+601,+408093,+915437,+19109361,+15954360,-12391,+26377,+280393,+275880
2026-06-08T11:03:05.778624,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_110258.csv,23210.25,23500,274065,23400,190724,23300,185753,23100,268323,23000,266835,23200,237926,3741781.0,3265844.0,24640087.0,20270301.0,+72991,+55316,+60092,+1251,-641,-1685,+156912,+145360,+80652,+11009,+1086,+3451,+370032,+937369,+20057785,+16816861,-38061,+21932,+948424,+862501
2026-06-08T11:08:07.148072,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_110759.csv,23195.6,23500,276970,23400,191392,23300,186580,23100,268078,23000,266881,23200,241482,3756410.0,3278247.0,25189686.0,20760488.0,+73818,+55984,+62997,+827,+668,+2905,+160468,+145115,+80698,+3556,-245,+46,+384661,+949772,+20607384,+17307048,+14629,+12403,+549599,+490187
2026-06-08T11:13:08.282725,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_111300.csv,23202.1,23500,279169,23400,194801,23300,189576,23000,269725,23100,268359,23200,238196,3781305.0,3271246.0,25558346.0,21168345.0,+76814,+59393,+65196,+2996,+3409,+2199,+157182,+145396,+83542,-3286,+281,+2844,+409556,+942771,+20976044,+17714905,+24895,-7001,+368660,+407857
2026-06-08T11:18:09.470264,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_111801.csv,23188.0,23500,279548,23400,194527,23300,190330,23100,271330,23000,269857,23200,244845,3790095.0,3294846.0,25908631.0,21572217.0,+77568,+59119,+65575,+754,-274,+379,+163831,+148367,+83674,+6649,+2971,+132,+418346,+966371,+21326329,+18118777,+8790,+23600,+350285,+403872
2026-06-08T11:23:10.635358,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_112302.csv,23191.45,23500,278595,23400,190843,23300,189808,23000,276435,23100,267364,23200,241361,3774334.0,3292400.0,26613498.0,22301684.0,+77046,+55435,+64622,-522,-3684,-953,+160347,+144401,+90252,-3484,-3966,+6578,+402585,+963925,+22031196,+18848244,-15761,-2446,+704867,+729467
2026-06-08T11:28:11.858312,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_112803.csv,23185.55,23500,275711,23400,199480,23300,192745,23000,273700,23100,264141,23200,241854,3777584.0,3284880.0,27189615.0,22913916.0,+79983,+64072,+61738,+2937,+8637,-2884,+160840,+141178,+87517,+493,-3223,-2735,+405835,+956405,+22607313,+19460476,+3250,-7520,+576117,+612232
2026-06-08T11:33:13.263742,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_113304.csv,23197.85,23500,275409,23400,199941,23300,193025,23000,276645,23100,268917,23200,242535,3781019.0,3297140.0,27638620.0,23444282.0,+80263,+64533,+61436,+280,+461,-302,+161521,+145954,+90462,+681,+4776,+2945,+409270,+968665,+23056318,+19990842,+3435,+12260,+449005,+530366
2026-06-08T11:38:14.909919,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_113805.csv,23198.75,23500,276609,23400,200708,23300,195541,23000,276541,23100,268037,23200,244217,3795019.0,3297479.0,28098896.0,23861992.0,+82779,+65300,+62636,+2516,+767,+1200,+163203,+145074,+90358,+1682,-880,-104,+423270,+969004,+23516594,+20408552,+14000,+339,+460276,+417710
2026-06-08T11:43:16.368202,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_114307.csv,23204.05,23500,273371,23400,198656,23300,194507,23000,277269,23100,274221,23200,248370,3775637.0,3316300.0,28613529.0,24272146.0,+81745,+63248,+59398,-1034,-2052,-3238,+167356,+151258,+91086,+4153,+6184,+728,+403888,+987825,+24031227,+20818706,-19382,+18821,+514633,+410154
2026-06-08T11:48:18.485774,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_114809.csv,23210.1,23500,272958,23400,197752,23300,195338,23000,280329,23100,278822,23200,255192,3772892.0,3350057.0,29092361.0,24683082.0,+82576,+62344,+58985,+831,-904,-413,+174178,+155859,+94146,+6822,+4601,+3060,+401143,+1021582,+24510059,+21229642,-2745,+33757,+478832,+410936
2026-06-08T11:53:19.397713,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_115309.csv,23208.9,23500,273792,23400,198225,23300,194168,23000,285503,23100,280857,23200,266385,3769939.0,3392903.0,29628372.0,25132453.0,+81406,+62817,+59819,-1170,+473,+834,+185371,+157894,+99320,+11193,+2035,+5174,+398190,+1064428,+25046070,+21679013,-2953,+42846,+536011,+449371
2026-06-08T11:58:20.477235,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_115811.csv,23209.55,23500,273146,23400,197728,23300,193905,23000,287036,23100,282641,23200,271477,3760340.0,3409343.0,29986131.0,25449495.0,+81143,+62320,+59173,-263,-497,-646,+190463,+159678,+100853,+5092,+1784,+1533,+388591,+1080868,+25403829,+21996055,-9599,+16440,+357759,+317042
2026-06-08T12:03:21.675815,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_120311.csv,23200.65,23500,273266,23400,197387,23300,192946,23000,288971,23100,281653,23200,277434,3747498.0,3425081.0,30395269.0,25815260.0,+80184,+61979,+59293,-959,-341,+120,+196420,+158690,+102788,+5957,-988,+1935,+375749,+1096606,+25812967,+22361820,-12842,+15738,+409138,+365765
2026-06-08T12:08:22.501311,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_120812.csv,23206.3,23500,275250,23400,198234,23300,194993,23000,288989,23100,279605,23200,276477,3756681.0,3425179.0,30861566.0,26225801.0,+82231,+62826,+61277,+2047,+847,+1984,+195463,+156642,+102806,-957,-2048,+18,+384932,+1096704,+26279264,+22772361,+9183,+98,+466297,+410541
2026-06-08T12:13:23.324995,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_121313.csv,23216.3,23500,273467,23400,197401,23300,194125,23000,290212,23100,283398,23200,277481,3754077.0,3429163.0,31295631.0,26696773.0,+81363,+61993,+59494,-868,-833,-1783,+196467,+160435,+104029,+1004,+3793,+1223,+382328,+1100688,+26713329,+23243333,-2604,+3984,+434065,+470972
2026-06-08T12:18:24.208440,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_121814.csv,23212.2,23500,274524,23400,198700,23300,194339,23100,296869,23000,289089,23200,285632,3743492.0,3450324.0,32130948.0,27548827.0,+81577,+63292,+60551,+214,+1299,+1057,+204618,+173906,+102906,+8151,+13471,-1123,+371743,+1121849,+27548646,+24095387,-10585,+21161,+835317,+852054
2026-06-08T12:23:25.083714,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_122314.csv,23220.0,23500,275528,23400,200496,23300,196094,23100,298134,23200,292838,23000,292220,3748977.0,3476106.0,32634538.0,27997905.0,+83332,+65088,+61555,+1755,+1796,+1004,+211824,+175171,+106037,+7206,+1265,+3131,+377228,+1147631,+28052236,+24544465,+5485,+25782,+503590,+449078
2026-06-08T12:28:25.873871,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_122816.csv,23218.55,23500,273155,23400,197535,23300,192791,23200,298890,23100,297910,23000,294186,3723184.0,3479606.0,33160846.0,28426292.0,+80029,+62127,+59182,-3303,-2961,-2373,+217876,+174947,+108003,+6052,-224,+1966,+351435,+1151131,+28578544,+24972852,-25793,+3500,+526308,+428387
2026-06-08T12:33:28.958034,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_123317.csv,23218.55,23500,277405,23400,199419,23300,192792,23200,304675,23100,301153,23000,297019,3711543.0,3508299.0,33698495.0,28775853.0,+80030,+64011,+63432,+1,+1884,+4250,+223661,+178190,+110836,+5785,+3243,+2833,+339794,+1179824,+29116193,+25322413,-11641,+28693,+537649,+349561
2026-06-08T12:38:24.418776,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_123818.csv,23222.65,23500,277648,23400,199429,23300,193141,23200,307567,23100,300164,23000,295650,3705417.0,3515908.0,34196452.0,29262134.0,+80379,+64021,+63675,+349,+10,+243,+226553,+177201,+109467,+2892,-989,-1369,+333668,+1187433,+29614150,+25808694,-6126,+7609,+497957,+486281
2026-06-08T13:54:59.949565,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_135452.csv,23166.25,23500,273208,23200,213419,23300,212793,23000,287578,23200,250369,23100,248409,3755189.0,3262847.0,46968305.0,42016458.0,+135701,+100031,+59235,+35520,+19652,-4440,+169355,+125446,+101395,-57198,-51755,-8072,+383440,+934372,+42386003,+38563018,+49772,-253061,+12771853,+12754324
2026-06-08T13:54:59.949565,C:\Users\Vinit\OneDrive\Desktop\Trade_Auto\nifty_data_csv\nifty_20260608_135452.csv,23166.25,23500,273208,23200,213419,23300,212793,23000,287578,23200,250369,23100,248409,3755189.0,3262847.0,46968305.0,42016458.0,+135701,+100031,+59235,+35520,+19652,-4440,+169355,+125446,+101395,-57198,-51755,-8072,+383440,+934372,+42386003,+38563018,+49772,-253061,+12771853,+12754324
